user_id,movie_id,rating,timestamp
7,12153,2,2024-07-28
7,330457,4,2024-06-02
7,868759,4,2024-08-23
7,270946,1,2024-11-10
7,35019,4,2024-05-31
7,19913,2,2024-06-25
7,831815,4,2024-07-03
7,350,3,2024-06-28
7,568124,2,2024-10-23
7,1022789,3,2024-11-05
8,820530,2,2024-08-14
8,519182,5,2024-05-28
8,72105,1,2024-07-18
8,329505,1,2024-07-14
8,17899,5,2024-06-17
8,616037,3,2024-06-29
8,831815,4,2024-11-06
8,947891,3,2024-06-09
8,772,3,2024-09-21
8,533535,3,2024-07-05
8,1048241,4,2024-07-08
8,808,1,2024-07-30
8,1371727,3,2024-09-03
9,72105,5,2024-07-08
9,315162,4,2024-10-02
9,929563,4,2024-09-03
9,4011,4,2024-07-06
9,820530,3,2024-08-20
9,868759,2,2024-09-12
9,592983,5,2024-10-30
9,1091181,5,2024-07-12
9,177572,3,2024-06-14
9,293660,2,2024-11-15
9,438148,3,2024-09-13
9,746036,1,2024-09-29
9,809,1,2024-09-20
9,8871,5,2024-09-30
9,831815,2,2024-06-28
9,974262,5,2024-10-08
10,950387,3,2024-06-07
10,1104171,1,2024-10-12
10,269509,5,2024-07-23
10,8871,5,2024-07-07
10,280180,2,2024-10-23
10,1290287,3,2024-07-20
10,974262,4,2024-08-17
10,863,4,2024-09-08
11,1359227,3,2024-10-04
11,4011,3,2024-09-26
11,1120911,2,2024-07-24
11,746036,3,2024-06-09
11,82702,3,2024-06-01
11,675353,2,2024-10-11
11,438695,2,2024-10-31
11,350,1,2024-07-06
11,280180,1,2024-06-23
11,436969,2,2024-09-27
11,868759,5,2024-06-17
11,118,1,2024-07-27
11,917496,3,2024-07-20
12,360920,5,2024-07-31
12,313369,2,2024-07-13
12,799583,3,2024-10-13
12,18785,3,2024-06-17
12,845781,4,2024-08-28
12,269509,4,2024-09-24
12,4247,2,2024-08-23
12,787699,1,2024-09-20
12,323260,3,2024-09-08
12,567811,4,2024-09-10
12,270946,5,2024-09-02
12,917496,1,2024-08-21
12,843527,1,2024-10-26
12,315162,3,2024-10-01
12,82702,5,2024-10-17
12,863,5,2024-10-10
12,293660,5,2024-09-03
12,436969,5,2024-09-24
13,280180,3,2024-08-20
13,639720,5,2024-10-02
13,313369,4,2024-09-07
13,2062,2,2024-10-04
13,1108427,3,2024-08-27
13,592983,3,2024-05-28
13,787699,4,2024-07-21
13,772,4,2024-09-11
13,269149,3,2024-08-17
13,748783,4,2024-06-18
13,567811,5,2024-08-29
13,200727,4,2024-07-30
13,18785,5,2024-09-23
13,496243,5,2024-07-02
14,799583,3,2024-06-04
14,82702,4,2024-10-13
14,567811,2,2024-06-01
14,508947,5,2024-08-16
14,639720,3,2024-09-14
14,1290486,1,2024-05-30
14,454626,2,2024-07-11
14,1022789,5,2024-10-20
14,4248,2,2024-06-04
15,18785,5,2024-08-22
15,808,3,2024-06-01
15,1048241,4,2024-09-28
15,496243,3,2024-11-23
15,207703,1,2024-06-23
15,150540,2,2024-10-26
15,917496,5,2024-09-28
15,939243,1,2024-09-26
15,820530,5,2024-11-17
16,13,4,2024-10-23
16,72105,1,2024-06-05
16,799583,1,2024-08-13
16,787699,2,2024-09-30
16,293660,3,2024-07-11
16,438148,4,2024-07-10
16,639720,1,2024-10-24
16,826510,1,2024-09-23
16,508947,1,2024-07-16
16,346698,4,2024-06-25
16,843527,2,2024-09-15
16,877817,2,2024-11-07
16,436969,3,2024-09-01
16,1064213,4,2024-09-12
16,323260,4,2024-11-01
16,273477,4,2024-09-30
16,950387,2,2024-10-07
16,82702,2,2024-11-08
17,360920,4,2024-07-09
17,862,4,2024-11-10
17,330457,2,2024-08-24
17,438695,2,2024-10-06
17,35019,1,2024-09-29
17,207703,4,2024-10-18
17,615777,2,2024-10-01
17,843527,1,2024-08-21
17,1104171,4,2024-07-11
18,845781,1,2024-11-13
18,4247,5,2024-06-09
18,1290486,4,2024-09-05
18,929563,2,2024-09-09
18,118,2,2024-06-12
18,1064213,2,2024-06-27
19,843527,4,2024-08-05
19,877817,4,2024-08-28
19,1290486,4,2024-06-10
19,772,3,2024-08-26
19,196867,1,2024-06-06
19,496243,1,2024-07-01
19,17899,5,2024-07-16
19,799583,1,2024-09-11
19,1022789,3,2024-09-28
19,273477,1,2024-09-24
19,323260,3,2024-07-01
19,20352,3,2024-08-20
20,1359227,5,2024-06-01
20,330457,5,2024-10-26
20,315162,5,2024-07-15
20,313369,4,2024-10-24
20,35019,4,2024-06-01
20,868759,2,2024-06-14
20,82702,1,2024-07-14
21,4011,3,2024-09-18
21,772,2,2024-10-16
21,940551,4,2024-11-19
21,293660,4,2024-06-23
21,150540,1,2024-05-29
21,1048241,1,2024-10-12
21,196867,3,2024-08-10
21,826510,2,2024-11-14
22,346698,5,2024-09-25
22,1210794,2,2024-09-09
22,939243,4,2024-06-13
22,950387,2,2024-07-24
22,293660,5,2024-08-07
22,18785,3,2024-06-30
22,809,2,2024-08-02
22,507241,3,2024-09-25
23,280180,1,2024-07-14
23,940551,3,2024-09-09
23,1091181,2,2024-07-29
23,35019,3,2024-06-02
23,507241,5,2024-07-26
23,82702,5,2024-07-06
23,519182,3,2024-06-09
23,293660,2,2024-06-18
23,365177,1,2024-08-10
23,615777,1,2024-10-30
24,808,5,2024-06-22
24,502356,2,2024-06-21
24,831815,2,2024-11-09
24,72105,1,2024-09-04
24,273477,3,2024-08-16
25,1001783,3,2024-10-18
25,346698,4,2024-11-13
25,567811,5,2024-09-01
25,1059264,5,2024-10-11
25,4011,2,2024-10-22
25,35019,2,2024-06-29
25,573435,5,2024-08-23
25,323260,1,2024-05-27
26,150540,3,2024-09-30
26,346698,4,2024-08-05
26,974262,4,2024-08-25
26,207703,1,2024-06-04
26,313369,1,2024-06-07
26,196867,1,2024-11-09
26,868759,4,2024-06-25
26,200727,2,2024-08-17
27,313369,5,2024-08-10
27,746036,2,2024-07-28
27,862,1,2024-06-08
27,567811,5,2024-08-02
27,1091181,2,2024-10-03
27,929563,4,2024-09-14
27,947891,4,2024-10-20
27,809,1,2024-10-03
27,868759,5,2024-06-14
27,616037,5,2024-08-25
27,196867,4,2024-07-08
27,787699,4,2024-09-14
28,1371727,3,2024-10-16
28,1210794,4,2024-10-05
28,1100099,4,2024-11-15
28,346698,4,2024-07-05
28,35019,2,2024-10-24
28,12153,3,2024-10-31
28,1108427,2,2024-09-15
29,820530,4,2024-10-05
29,1104171,2,2024-09-08
29,1100099,3,2024-11-03
29,573435,1,2024-09-03
29,200727,2,2024-09-09
29,974262,5,2024-08-16
29,1048241,5,2024-10-03
29,270946,1,2024-10-26
29,845781,4,2024-10-22
29,1059264,5,2024-07-27
29,862,2,2024-07-11
30,269509,2,2024-10-26
30,1354627,1,2024-06-17
30,507241,1,2024-10-22
30,1048241,1,2024-09-28
30,12153,2,2024-08-21
30,4247,3,2024-11-22
30,18785,1,2024-07-24
30,269149,2,2024-09-15
30,568124,1,2024-10-22
30,207703,4,2024-10-29
30,273477,1,2024-07-05
30,1022789,4,2024-06-02
30,826510,3,2024-08-08
31,346698,5,2024-10-13
31,787699,5,2024-10-19
31,843527,4,2024-07-10
31,118,3,2024-07-15
31,365177,5,2024-09-11
31,615777,5,2024-11-13
32,293660,1,2024-11-08
32,200727,1,2024-08-20
32,1241982,5,2024-06-10
32,313369,3,2024-08-05
32,1120911,3,2024-09-22
32,929563,5,2024-08-26
32,4011,2,2024-08-22
32,17899,3,2024-05-28
32,315162,5,2024-09-03
32,675353,2,2024-06-10
32,567811,3,2024-10-24
32,1290486,5,2024-08-05
33,929563,3,2024-07-07
33,365177,5,2024-08-21
33,748783,2,2024-10-01
33,573435,1,2024-05-28
33,17899,5,2024-06-15
33,105,2,2024-09-08
33,315162,4,2024-11-20
33,1329336,1,2024-11-05
33,207703,4,2024-06-18
34,877817,3,2024-06-13
34,350,2,2024-08-26
34,1290287,5,2024-10-10
34,748783,2,2024-07-01
34,2062,2,2024-05-30
34,196867,3,2024-06-27
34,293660,1,2024-08-27
34,1210794,1,2024-11-01
34,12153,5,2024-11-05
35,280180,5,2024-11-13
35,616037,5,2024-07-15
35,315162,4,2024-06-27
35,843527,2,2024-08-29
35,974262,5,2024-10-08
35,929563,2,2024-08-10
35,150540,1,2024-08-25
35,877817,2,2024-08-30
35,1108427,1,2024-10-25
35,313369,4,2024-05-30
35,18785,5,2024-11-12
36,1108427,1,2024-06-22
36,929563,4,2024-10-31
36,329505,5,2024-09-13
36,862,2,2024-09-29
36,323260,1,2024-10-17
37,438148,2,2024-07-05
37,1241982,5,2024-11-23
37,82702,4,2024-08-15
37,106646,1,2024-07-31
37,533535,1,2024-07-21
37,1059264,2,2024-11-16
37,831815,1,2024-09-16
37,329505,1,2024-09-23
37,1022789,2,2024-08-04
37,573435,4,2024-06-13
37,947891,4,2024-07-13
37,939243,3,2024-11-13
37,1354627,2,2024-06-06
37,105,2,2024-08-01
37,616446,3,2024-08-07
37,350,1,2024-08-03
37,746036,2,2024-09-01
37,1290287,5,2024-05-28
37,843527,4,2024-06-14
38,826510,5,2024-10-21
38,533535,1,2024-09-04
38,1241982,2,2024-09-18
38,845781,5,2024-11-15
38,19913,3,2024-11-10
39,454626,4,2024-07-26
39,616037,2,2024-08-29
39,330457,2,2024-11-14
39,1108427,5,2024-07-07
39,917496,5,2024-11-12
39,150540,4,2024-06-28
39,18785,2,2024-09-04
40,346698,4,2024-10-11
40,82702,2,2024-11-13
40,809,2,2024-07-23
40,1329336,3,2024-07-30
40,196867,1,2024-06-07
40,616037,5,2024-10-29
40,947891,1,2024-11-21
40,1120911,2,2024-09-30
41,1048241,5,2024-11-06
41,329505,1,2024-08-13
41,1108427,1,2024-07-20
41,1210794,3,2024-08-23
41,1001783,4,2024-10-04
41,863,1,2024-09-26
41,616446,2,2024-07-31
41,507241,5,2024-07-23
42,4247,1,2024-11-18
42,940551,3,2024-10-19
42,13,5,2024-11-15
42,438695,1,2024-06-30
42,72105,2,2024-10-18
42,1120911,5,2024-08-09
42,592983,4,2024-11-18
42,4248,4,2024-08-01
42,323260,1,2024-08-01
42,315162,5,2024-08-26
42,360920,4,2024-10-20
42,772,1,2024-09-20
42,1290486,2,2024-07-27
42,502356,1,2024-06-14
43,1048241,5,2024-10-21
43,496243,3,2024-10-23
43,329505,4,2024-10-27
43,8871,2,2024-10-04
43,12153,3,2024-10-28
43,929563,3,2024-10-09
43,200727,5,2024-07-16
43,196867,4,2024-06-08
44,592983,5,2024-11-13
44,1048241,5,2024-11-18
44,323260,2,2024-06-28
44,616037,5,2024-07-06
44,438148,3,2024-06-27
44,826510,2,2024-08-29
44,616446,3,2024-08-28
44,808,5,2024-08-29
44,280180,4,2024-09-18
44,8871,1,2024-07-21
44,974262,4,2024-07-05
44,1120911,3,2024-09-09
44,196867,4,2024-10-23
44,976573,2,2024-06-27
44,118,5,2024-07-08
44,82702,3,2024-06-30
45,567811,5,2024-07-25
45,177572,4,2024-11-01
45,8871,5,2024-09-15
45,269509,3,2024-09-28
45,270946,2,2024-06-06
45,350,2,2024-09-03
45,1001783,4,2024-11-16
45,343668,4,2024-08-13
45,105,3,2024-07-28
45,820530,5,2024-07-22
45,863,1,2024-08-05
45,1022789,2,2024-06-29
45,502356,5,2024-07-05
45,207703,1,2024-06-21
45,18785,1,2024-08-01
46,616446,4,2024-07-27
46,280180,5,2024-09-18
46,748783,1,2024-10-30
46,1120911,5,2024-09-04
46,1100099,3,2024-09-02
47,639720,5,2024-10-14
47,845781,5,2024-11-01
47,863,3,2024-06-27
47,315162,1,2024-08-23
47,82702,1,2024-11-04
47,831815,4,2024-06-26
47,519182,5,2024-11-20
47,1120911,2,2024-07-06
47,329505,3,2024-07-09
47,616446,3,2024-07-22
47,573435,1,2024-11-07
47,150540,3,2024-08-11
47,438148,4,2024-06-17
47,270946,1,2024-08-03
47,438695,3,2024-08-18
47,508947,4,2024-08-24
47,940551,2,2024-07-22
48,313369,2,2024-09-28
48,976573,3,2024-10-19
48,826510,5,2024-06-14
48,877817,5,2024-11-05
48,438148,4,2024-09-19
48,939243,4,2024-10-23
48,105,3,2024-10-13
48,507241,3,2024-10-31
48,177572,1,2024-09-17
48,62177,2,2024-11-15
48,150540,1,2024-09-28
49,929563,3,2024-10-01
49,105,2,2024-08-15
49,976573,3,2024-10-25
49,675353,1,2024-06-25
49,950387,2,2024-07-23
49,4011,4,2024-09-27
49,19913,2,2024-06-07
49,1354627,4,2024-07-27
49,4248,3,2024-09-29
49,573435,2,2024-09-02
50,269509,1,2024-06-05
50,360920,3,2024-06-18
50,615777,4,2024-10-04
50,826510,1,2024-10-04
50,1108427,3,2024-06-11
50,787699,4,2024-08-01
50,799583,4,2024-07-05
50,365177,5,2024-05-31
50,280180,1,2024-09-05
51,533535,2,2024-07-16
51,436969,3,2024-07-27
51,950387,5,2024-08-21
51,929563,3,2024-08-05
51,502356,5,2024-06-22
51,616037,2,2024-07-06
51,639720,3,2024-06-15
51,273477,5,2024-10-10
51,350,1,2024-09-07
51,269509,1,2024-09-28
51,35019,5,2024-05-29
51,568124,3,2024-10-11
51,1059264,3,2024-07-29
51,592983,3,2024-06-14
51,293660,5,2024-10-12
51,787699,3,2024-11-02
51,118,3,2024-06-07
51,17899,1,2024-08-20
51,19913,5,2024-08-14
51,746036,4,2024-09-17
52,1241982,1,2024-10-17
52,12153,4,2024-10-01
52,843527,1,2024-10-28
52,106646,5,2024-05-30
52,508947,1,2024-08-16
52,615777,3,2024-10-15
52,1120911,2,2024-06-14
52,772,3,2024-09-18
52,1091181,3,2024-11-06
52,592983,3,2024-06-19
52,976573,4,2024-11-18
52,200727,2,2024-08-17
52,746036,2,2024-06-03
52,496243,5,2024-08-13
52,2062,4,2024-08-11
53,772,1,2024-06-25
53,323260,4,2024-09-08
53,4011,2,2024-10-14
53,18785,2,2024-06-07
53,929563,4,2024-07-07
53,940551,2,2024-06-19
53,313369,2,2024-08-12
53,280180,4,2024-11-22
54,1048241,3,2024-06-16
54,454626,5,2024-10-29
54,196867,3,2024-08-03
54,1241982,3,2024-11-02
54,508947,4,2024-06-23
54,799583,4,2024-09-25
54,82702,1,2024-11-10
54,616446,2,2024-06-25
54,4247,3,2024-07-02
54,615777,3,2024-09-23
54,746036,3,2024-09-09
54,826510,5,2024-10-03
54,862,3,2024-07-16
54,808,2,2024-09-06
54,269509,3,2024-08-01
54,1104171,1,2024-09-04
54,62177,1,2024-08-24
54,329505,5,2024-06-28
54,1059264,3,2024-06-12
54,20352,3,2024-08-12
55,4248,5,2024-11-06
55,1241982,1,2024-07-10
55,592983,2,2024-06-03
55,1108427,3,2024-09-13
55,1120911,5,2024-09-17
55,343668,3,2024-10-27
55,831815,3,2024-11-18
55,18785,4,2024-06-11
55,772,4,2024-09-15
55,1100099,2,2024-05-28
55,207703,5,2024-11-07
55,950387,1,2024-11-05
55,868759,2,2024-10-05
55,72105,4,2024-11-19
55,746036,2,2024-10-18
56,1104171,2,2024-11-02
56,207703,3,2024-11-05
56,845781,3,2024-06-04
56,1001783,2,2024-09-03
56,330457,4,2024-11-20
56,1120911,3,2024-10-11
56,616446,4,2024-07-03
56,269149,2,2024-06-08
56,826510,5,2024-06-21
56,293660,5,2024-06-17
56,315162,5,2024-08-30
56,831815,5,2024-08-26
56,567811,2,2024-10-18
56,4247,2,2024-10-02
56,2062,3,2024-09-17
56,105,4,2024-07-24
56,18785,1,2024-08-24
56,323260,2,2024-07-31
56,20352,5,2024-09-04
56,1290287,1,2024-11-18
57,519182,4,2024-06-10
57,820530,5,2024-09-04
57,507241,3,2024-10-28
57,2062,2,2024-10-08
57,196867,2,2024-08-30
57,748783,4,2024-09-29
57,809,4,2024-08-24
57,72105,5,2024-08-28
57,929563,3,2024-09-30
57,13,4,2024-11-14
57,1108427,5,2024-07-20
57,675353,3,2024-09-28
57,799583,4,2024-09-25
57,8871,2,2024-07-27
57,746036,3,2024-09-26
58,831815,2,2024-07-17
58,293660,2,2024-06-05
58,315162,1,2024-09-07
58,1091181,1,2024-11-01
58,346698,1,2024-07-21
58,1120911,1,2024-09-11
58,269149,3,2024-08-09
58,1354627,5,2024-11-23
58,1001783,4,2024-10-25
58,976573,5,2024-07-07
58,567811,2,2024-10-26
58,507241,4,2024-10-27
58,746036,3,2024-11-17
58,177572,2,2024-07-14
59,200727,3,2024-07-31
59,748783,2,2024-08-13
59,12153,2,2024-08-11
59,746036,5,2024-11-12
59,177572,3,2024-09-10
59,533535,3,2024-07-31
60,746036,2,2024-09-17
60,799583,5,2024-06-15
60,360920,4,2024-08-24
60,976573,5,2024-11-11
60,533535,2,2024-08-23
60,4248,4,2024-10-04
60,639720,3,2024-10-06
61,1059264,4,2024-10-09
61,35019,4,2024-09-16
61,17899,4,2024-11-04
61,118,2,2024-06-24
61,62177,5,2024-07-18
61,20352,4,2024-11-03
61,974262,3,2024-05-27
61,616037,5,2024-06-18
61,454626,1,2024-10-23
62,360920,2,2024-11-10
62,4247,2,2024-07-16
62,1048241,1,2024-09-22
62,1022789,3,2024-09-28
62,4248,4,2024-10-26
62,329505,5,2024-08-26
62,315162,1,2024-07-28
63,4248,5,2024-06-23
63,616446,4,2024-08-10
63,350,5,2024-11-19
63,1210794,1,2024-08-08
63,502356,1,2024-09-06
63,1241982,1,2024-08-28
63,1354627,1,2024-06-20
63,877817,5,2024-08-15
63,496243,1,2024-09-24
63,1059264,4,2024-11-06
63,940551,5,2024-09-21
63,507241,3,2024-11-16
63,772,3,2024-06-14
63,1048241,3,2024-06-15
63,616037,1,2024-06-27
63,269149,4,2024-07-13
63,1100099,3,2024-09-15
64,350,5,2024-05-31
64,1059264,4,2024-07-23
64,346698,1,2024-08-07
64,19913,1,2024-09-12
64,72105,3,2024-08-22
64,4011,2,2024-07-05
64,939243,2,2024-10-15
64,507241,4,2024-07-31
64,508947,1,2024-11-14
64,639720,1,2024-09-29
64,106646,2,2024-07-21
64,207703,2,2024-08-26
65,808,5,2024-08-12
65,72105,4,2024-06-06
65,82702,4,2024-10-31
65,365177,1,2024-11-21
65,809,3,2024-09-15
65,346698,2,2024-07-03
65,820530,3,2024-11-21
65,150540,2,2024-07-23
65,19913,3,2024-07-11
65,1371727,1,2024-10-23
66,106646,5,2024-07-23
66,616446,3,2024-09-01
66,200727,5,2024-11-14
66,177572,3,2024-10-27
66,118,3,2024-09-10
66,196867,1,2024-06-08
66,675353,5,2024-11-05
66,270946,5,2024-11-15
66,315162,3,2024-10-21
66,845781,5,2024-06-20
66,592983,4,2024-06-28
66,502356,2,2024-08-12
66,1100099,1,2024-09-13
67,350,5,2024-08-19
67,799583,2,2024-10-17
67,1108427,3,2024-06-11
67,106646,4,2024-09-17
67,436969,2,2024-10-23
67,1359227,2,2024-10-15
67,862,3,2024-09-06
67,508947,4,2024-08-24
67,82702,2,2024-08-28
67,150540,1,2024-10-31
67,820530,5,2024-10-20
67,196867,2,2024-06-23
67,917496,2,2024-06-13
67,2062,3,2024-08-23
67,365177,2,2024-08-29
68,82702,1,2024-10-28
68,454626,4,2024-07-09
68,950387,4,2024-08-19
68,17899,4,2024-10-03
68,616037,2,2024-07-05
68,940551,3,2024-08-20
68,826510,3,2024-10-01
68,820530,4,2024-07-08
68,639720,2,2024-09-04
69,4247,5,2024-08-21
69,1100099,2,2024-07-22
69,746036,5,2024-05-27
69,863,4,2024-08-22
69,273477,2,2024-09-19
69,13,3,2024-09-28
70,1048241,1,2024-11-10
70,1001783,1,2024-09-10
70,616037,1,2024-11-20
70,799583,4,2024-10-29
70,1371727,2,2024-07-07
70,346698,4,2024-06-19
70,568124,4,2024-10-08
70,82702,5,2024-10-26
70,939243,5,2024-10-06
70,150540,2,2024-08-14
70,273477,5,2024-10-10
71,4248,4,2024-07-16
71,438695,1,2024-07-02
71,330457,5,2024-11-21
71,313369,2,2024-06-14
71,269509,5,2024-07-28
71,929563,4,2024-06-11
71,1048241,5,2024-07-24
71,787699,3,2024-07-31
71,438148,2,2024-08-24
72,533535,5,2024-09-15
72,976573,4,2024-08-17
72,615777,5,2024-09-10
72,1048241,5,2024-09-09
72,831815,5,2024-09-03
72,105,3,2024-11-09
72,573435,5,2024-06-01
72,207703,4,2024-11-22
72,177572,2,2024-08-13
72,35019,1,2024-08-06
73,438695,4,2024-06-25
73,4247,5,2024-11-03
73,1001783,1,2024-11-02
73,1359227,4,2024-06-27
73,568124,2,2024-10-09
74,573435,2,2024-07-03
74,315162,5,2024-09-06
74,1108427,4,2024-07-17
74,947891,1,2024-07-04
74,1241982,2,2024-10-19
74,1104171,2,2024-10-26
74,567811,4,2024-06-05
74,313369,3,2024-10-29
74,809,3,2024-08-17
75,438148,5,2024-08-06
75,4011,4,2024-11-16
75,72105,2,2024-07-31
75,315162,5,2024-09-11
75,8871,5,2024-07-30
75,496243,1,2024-09-07
75,808,1,2024-08-04
75,502356,1,2024-07-30
75,843527,2,2024-11-10
75,200727,1,2024-07-18
75,567811,2,2024-08-26
75,330457,3,2024-10-20
75,533535,2,2024-10-26
76,196867,2,2024-10-06
76,1108427,1,2024-10-31
76,502356,3,2024-08-26
76,772,5,2024-07-31
76,809,5,2024-08-24
76,1371727,4,2024-11-04
76,323260,2,2024-08-09
76,19913,1,2024-08-17
76,533535,3,2024-10-13
76,568124,3,2024-08-28
76,438695,3,2024-09-23
76,947891,3,2024-10-05
76,82702,2,2024-09-03
76,1290486,5,2024-08-30
76,1359227,2,2024-07-05
76,1001783,4,2024-11-05
76,639720,3,2024-09-27
76,2062,4,2024-09-16
76,974262,4,2024-06-19
77,1329336,4,2024-10-09
77,269509,1,2024-10-13
77,1290486,3,2024-10-09
77,939243,5,2024-09-19
77,639720,1,2024-08-09
77,675353,2,2024-10-05
77,454626,5,2024-11-14
77,615777,5,2024-10-09
77,950387,2,2024-07-04
77,1108427,4,2024-07-20
77,496243,5,2024-06-14
77,13,1,2024-06-26
77,280180,1,2024-06-27
77,567811,1,2024-10-21
77,917496,5,2024-09-13
77,1104171,2,2024-11-21
77,18785,3,2024-10-05
77,12153,5,2024-09-10
77,831815,4,2024-08-22
78,1329336,1,2024-08-06
78,1001783,4,2024-09-06
78,507241,2,2024-09-08
78,573435,1,2024-06-25
78,1100099,3,2024-07-13
78,436969,1,2024-11-18
78,843527,5,2024-11-03
79,639720,1,2024-11-02
79,269509,5,2024-08-27
79,1210794,3,2024-10-04
79,438148,1,2024-06-19
79,1241982,5,2024-09-03
79,20352,2,2024-09-27
79,573435,1,2024-08-03
79,350,5,2024-10-14
79,507241,2,2024-06-20
79,177572,3,2024-06-13
79,330457,5,2024-08-27
79,592983,4,2024-06-28
79,13,3,2024-06-10
79,18785,5,2024-09-09
79,4011,2,2024-09-07
80,4247,3,2024-08-21
80,947891,5,2024-09-30
80,1064213,2,2024-08-14
80,269149,3,2024-06-15
80,568124,2,2024-10-15
80,863,4,2024-09-05
80,616037,2,2024-06-27
80,573435,2,2024-09-15
80,82702,3,2024-11-12
80,950387,5,2024-10-29
80,177572,5,2024-10-11
80,273477,2,2024-08-08
80,207703,5,2024-08-18
80,820530,4,2024-07-30
80,454626,3,2024-09-21
80,150540,1,2024-06-23
80,365177,5,2024-10-05
80,845781,3,2024-11-05
81,438148,1,2024-08-28
81,917496,4,2024-08-26
81,17899,2,2024-07-08
81,502356,1,2024-11-16
81,1048241,2,2024-10-01
81,831815,5,2024-08-26
81,2062,1,2024-11-02
82,62177,2,2024-10-11
82,1064213,1,2024-07-17
82,323260,2,2024-10-10
82,360920,4,2024-05-28
82,1241982,2,2024-07-20
82,940551,2,2024-08-14
82,615777,4,2024-08-13
82,1059264,1,2024-08-21
82,831815,4,2024-05-28
82,273477,2,2024-11-08
82,862,3,2024-07-20
82,454626,1,2024-07-24
82,4247,2,2024-07-30
82,1359227,4,2024-08-22
82,350,2,2024-09-04
82,868759,1,2024-06-27
82,1371727,2,2024-11-07
83,615777,2,2024-07-30
83,1359227,1,2024-10-08
83,8871,3,2024-09-23
83,592983,1,2024-06-22
83,1001783,3,2024-07-11
83,4248,1,2024-10-14
83,947891,4,2024-11-13
83,1354627,1,2024-06-20
83,616037,4,2024-06-04
83,1290486,4,2024-06-04
83,365177,4,2024-09-27
83,929563,5,2024-08-19
83,438695,3,2024-08-25
83,196867,1,2024-05-29
83,1091181,4,2024-11-22
84,196867,4,2024-07-03
84,1108427,3,2024-07-23
84,72105,1,2024-10-01
84,567811,2,2024-11-20
84,1371727,2,2024-06-28
84,974262,2,2024-09-06
85,13,4,2024-10-07
85,200727,1,2024-11-11
85,877817,3,2024-10-26
85,615777,1,2024-07-19
85,862,1,2024-09-06
85,280180,1,2024-09-05
85,150540,2,2024-06-29
85,929563,3,2024-06-02
85,496243,3,2024-09-02
86,1241982,4,2024-05-28
86,1048241,1,2024-06-10
86,1354627,2,2024-09-16
86,845781,4,2024-07-07
86,974262,2,2024-11-16
86,365177,4,2024-07-25
86,877817,3,2024-08-23
86,772,1,2024-07-07
86,17899,5,2024-06-30
86,533535,1,2024-08-23
86,809,4,2024-10-28
87,269149,2,2024-07-08
87,939243,3,2024-10-09
87,19913,3,2024-11-15
87,105,1,2024-08-17
87,35019,2,2024-08-18
87,929563,2,2024-08-21
87,787699,5,2024-10-20
87,4247,5,2024-06-10
88,438695,3,2024-09-25
88,1329336,4,2024-09-19
88,568124,4,2024-06-29
88,4248,3,2024-09-10
88,929563,1,2024-09-25
88,507241,4,2024-06-06
88,787699,1,2024-09-11
88,280180,2,2024-08-21
88,273477,2,2024-07-24
88,496243,4,2024-10-22
88,438148,5,2024-08-10
88,2062,2,2024-05-30
88,675353,3,2024-11-17
88,62177,3,2024-05-31
89,808,2,2024-07-18
89,454626,2,2024-06-15
89,748783,3,2024-08-04
89,269149,4,2024-07-07
89,845781,4,2024-08-29
